table_method,source,ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,beta,se,t,p,r_squared,adj_r_squared,df_resid,p_two_tailed,r,moderator_ci_low,moderator_ci_high,moderator_ci_level,moderator_ci_sidedness,moderator_ci_method,moderator_ci_status,predictor_ci_low,predictor_ci_high,predictor_ci_level,predictor_ci_sidedness,predictor_ci_method,predictor_ci_status,interaction_ci_low,interaction_ci_high,interaction_ci_level,interaction_ci_sidedness,interaction_ci_method,interaction_ci_status,moderator,beta_interaction,se_interaction,t_interaction,p_interaction,beta_predictor,p_predictor,beta_moderator,p_moderator,analysis_type,motion_covariate,n_groups,z,re_var,log_likelihood,converged,degenerate_re,optimizer
OLS,results/tables/04_fc_affect/sensitivity_pos_vs_neu/regressions.csv,-0.11509954723685248,0.09307317793762682,95.0,two-sided,student_t,ok,l_amyg-ant_vmPFC_pos_vs_neu,NA_score,81,-0.011013184649612835,0.052117764201394,-0.21131345172551094,0.833303822896465,0.18976307978948959,0.0027853289716794905,65,0.833303822896465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_pos_vs_neu/regressions.csv,-0.5611003611713711,0.44971158277218215,95.0,two-sided,student_t,ok,l_amyg-post_vmPFC_pos_vs_neu,PA_score,81,-0.05569438919959446,0.2530651337837278,-0.2200792672102807,0.8264991660170454,0.1606151619017403,-0.03308903150555054,65,0.8264991660170454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_pos_vs_neu/regressions.csv,-0.1423482863884161,0.10087304199180486,95.0,two-sided,student_t,ok,l_amyg-post_vmPFC_pos_vs_neu,NA_score,81,-0.02073762219830562,0.06089247201162255,-0.34056134548696637,0.7345320883484358,0.19065062088274554,0.00387768724030213,65,0.7345320883484358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_right_amygdala/regressions.csv,-0.4670508918356676,0.6041224278940199,95.0,two-sided,student_t,ok,r_amyg-ant_vmPFC_neg_vs_neu,PA_score,81,0.06853576802917616,0.2681771036513306,0.2555615937976669,0.7990963592633382,0.16083288417036057,-0.03282106563647935,65,0.7990963592633382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_right_amygdala/regressions.csv,-0.08396238246093359,0.17309982254409512,95.0,two-sided,student_t,ok,r_amyg-ant_vmPFC_neg_vs_neu,NA_score,81,0.04456872004158076,0.06435764999623948,0.6925162749756242,0.49107993111916914,0.1951447978192956,0.009408981931440685,65,0.49107993111916914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_right_amygdala/regressions.csv,-0.6453150942294809,0.5171593579917938,95.0,two-sided,student_t,ok,r_amyg-post_vmPFC_neg_vs_neu,PA_score,81,-0.0640778681188435,0.2910350976105705,-0.2201723044571933,0.8264270142834383,0.16061569044648727,-0.03308838098893885,65,0.8264270142834383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_right_amygdala/regressions.csv,-0.10068924007595592,0.17860845676246773,95.0,two-sided,student_t,ok,r_amyg-post_vmPFC_neg_vs_neu,NA_score,81,0.0389596083432559,0.06992448935669654,0.5571668624495263,0.57932703366709,0.19306034790397497,0.00684350511258458,65,0.57932703366709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04ex_fc_affect_antpost/diary/regressions.csv,-0.4208523941961776,0.6509121108205437,95.0,two-sided,student_t,ok,l_amyg-ant_minus_post_vmPFC_neg_vs_neu,PA_score,81,0.11502985831218304,0.26832511177949975,0.4286958367381976,0.3347809946426683,0.16235803013191785,-0.030943962914562695,65,0.6695619892853366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04ex_fc_affect_antpost/diary/regressions.csv,-0.16292055342284012,0.09491581031757586,95.0,two-sided,student_t,ok,l_amyg-ant_minus_post_vmPFC_neg_vs_neu,NA_score,81,-0.034002371552632124,0.06455146704115518,-0.5267482384397818,0.30008074517749794,0.19265276813727827,0.006341868476650081,65,0.6001614903549959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04ex_fc_affect_antpost/diary/regressions.csv,-1.7706620146502128,0.4525713114423561,95.0,two-sided,student_t,ok,l_amyg-ant_minus_post_vmPFC_neg_vs_neu,NA_score_log,81,-0.6590453516039284,0.5566048585704846,-1.1840452727928739,0.12035350715973371,0.2716466491663586,0.10356510666628749,65,0.24070701431946742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04ex_fc_affect_antpost/diary/regressions.csv,-0.4155427581854467,0.667537190014095,95.0,two-sided,student_t,ok,r_amyg-ant_minus_post_vmPFC_neg_vs_neu,PA_score,81,0.1259972159143241,0.2711580266060805,0.46466341967211644,0.3218626375562539,0.1627707375282672,-0.030436015349825096,65,0.6437252751125078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04ex_fc_affect_antpost/diary/regressions.csv,-0.11879286911127082,0.14232051350584415,95.0,two-sided,student_t,ok,r_amyg-ant_minus_post_vmPFC_neg_vs_neu,NA_score,81,0.011763822197286666,0.06537189583150783,0.17995228756417309,0.571125068452548,0.18961020130857975,0.002597170841328822,65,0.8577498630949042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04ex_fc_affect_antpost/diary/regressions.csv,-1.0884983759735052,1.1827469306821752,95.0,two-sided,student_t,ok,r_amyg-ant_minus_post_vmPFC_neg_vs_neu,NA_score_log,81,0.04712427735433494,0.5686250551631596,0.08287407831653362,0.5328968225055022,0.256015651753409,0.08432695600419571,65,0.9342063549889956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04ex_fc_affect_antpost/panas/regressions.csv,-0.5500882328260394,0.14127339503924422,95.0,two-sided,student_t,ok,l_amyg-ant_minus_post_vmPFC_neg_vs_neu,C5SPGP,127,-0.20440741889339756,0.17425790766482893,-1.1730166029914624,0.8782259057546509,0.24802135652740664,0.06188802893518053,101,0.24354818849069823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04ex_fc_affect_antpost/panas/regressions.csv,-0.24350793056228098,0.26420460041659494,95.0,two-sided,student_t,ok,l_amyg-ant_minus_post_vmPFC_neg_vs_neu,C5SPGN,127,0.01034833492715699,0.12796909718112545,0.08086588993052064,0.5321456839779299,0.10512491169147709,-0.11637882303835534,101,0.9357086320441402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04ex_fc_affect_antpost/panas/regressions.csv,-0.14867706340074516,0.1426743393246775,95.0,two-sided,student_t,ok,l_amyg-ant_minus_post_vmPFC_neg_vs_neu,C5SPGN_log,127,-0.0030013620380338404,0.0734352092853467,-0.04087088560436272,0.483739756205665,0.15746554478787067,-0.0510825876903791,101,0.96747951241133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04ex_fc_affect_antpost/panas/regressions.csv,-0.591398071744553,0.15370218855175338,95.0,two-sided,student_t,ok,r_amyg-ant_minus_post_vmPFC_neg_vs_neu,C5SPGP,127,-0.2188479415963998,0.187802746242454,-1.1653074620850665,0.8766803459942657,0.24788892400641882,0.061722816087215526,101,0.2466393080114686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04ex_fc_affect_antpost/panas/regressions.csv,-0.37446714588889585,0.17120573939071992,95.0,two-sided,student_t,ok,r_amyg-ant_minus_post_vmPFC_neg_vs_neu,C5SPGN,127,-0.10163070324908798,0.1375370159779602,-0.7389334611227418,0.2308305981922451,0.1098791129271951,-0.11044783931854862,101,0.4616611963844902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04ex_fc_affect_antpost/panas/regressions.csv,-0.22061085157136912,0.0923392994523599,95.0,two-sided,student_t,ok,r_amyg-ant_minus_post_vmPFC_neg_vs_neu,C5SPGN_log,127,-0.06413577605950462,0.07887918033456952,-0.8130887743441285,0.20903986342007524,0.16293079465373173,-0.044264553204255375,101,0.4180797268401505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/05_fc_persistence/regressions.csv,-0.09234048063404834,0.05917381489665035,95.0,two-sided,student_t,ok,l_amyg-ant_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_L,127,-0.016583332868699,0.038189224070785156,-0.43424115760930815,0.332519792559634,0.17840484241458243,-0.02496029560160995,101,0.665039585119268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/05_fc_persistence/regressions.csv,-0.051624980855845756,0.09553880008615954,95.0,two-sided,student_t,ok,l_amyg-post_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_L,127,0.02195690961515689,0.03709267555126167,0.5919473127467627,0.7223956818249551,0.17971676488773702,-0.023323639843021216,101,0.5552086363500899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/05_fc_persistence/sensitivity_neg_condition/regressions.csv,-0.09169089671756128,0.07992898561053341,95.0,two-sided,student_t,ok,l_amyg-ant_vmPFC_neg,neg_persist_crossrun_mean_z_L,127,-0.005880955553513938,0.0432568433115373,-0.1359543393205808,0.44606399289538196,0.17702154721160668,-0.02668599060730248,101,0.8921279857907639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/05_fc_persistence/sensitivity_neg_condition/regressions.csv,-0.04852460726243213,0.1422692425484369,95.0,two-sided,student_t,ok,l_amyg-post_vmPFC_neg,neg_persist_crossrun_mean_z_L,127,0.046872317643002384,0.04808964762192171,0.9746862362458983,0.8339777012791953,0.1845412014773421,-0.017305035780741607,101,0.3320445974416094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/05_fc_persistence/sensitivity_other_persistence/regressions.csv,-0.0878031447647859,0.06060280402999898,95.0,two-sided,student_t,ok,l_amyg-ant_vmPFC_neg_vs_neu,pos_persist_crossrun_mean_z_L,127,-0.013600170367393463,0.03740576433471388,-0.3635848808139985,0.7169279524438592,0.19771440050703137,-0.0008711439219213357,101,0.7169279524438592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/05_fc_persistence/sensitivity_other_persistence/regressions.csv,-0.10105261008648961,0.042843688439243556,95.0,two-sided,student_t,ok,l_amyg-post_vmPFC_neg_vs_neu,pos_persist_crossrun_mean_z_L,127,-0.029104460823623023,0.03626910561876586,-0.8024587407681814,0.42417184315685874,0.20175366244912163,0.0041679353325675406,101,0.42417184315685874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/05_fc_persistence/sensitivity_pos_vs_neu/regressions.csv,-0.06439354683559675,0.08052256863085938,95.0,two-sided,student_t,ok,l_amyg-ant_vmPFC_pos_vs_neu,neg_persist_crossrun_mean_z_L,127,0.008064510897631315,0.036526150787500856,0.22078731877739954,0.8257037503733248,0.17726802402964714,-0.02637850467588576,101,0.8257037503733248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/05_fc_persistence/sensitivity_pos_vs_neu/regressions.csv,-0.05979251416318173,0.09524686624159254,95.0,two-sided,student_t,ok,l_amyg-post_vmPFC_pos_vs_neu,neg_persist_crossrun_mean_z_L,127,0.017727176039205407,0.03907772278077871,0.4536389220695565,0.6510619495128627,0.17854465894246951,-0.024785871022265704,101,0.6510619495128627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/05_fc_persistence/sensitivity_right_amygdala/regressions.csv,-0.0876461144553334,0.07878206631290315,95.0,two-sided,student_t,ok,r_amyg-ant_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_L,127,-0.0044320240712151186,0.04194827336119954,-0.105654505324993,0.9160660314196019,0.1769619024686222,-0.026760398900530724,101,0.9160660314196019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/05_fc_persistence/sensitivity_right_amygdala/regressions.csv,-0.08524616856402253,0.07779381931074691,95.0,two-sided,student_t,ok,r_amyg-post_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_L,127,-0.0037261746266378064,0.04109427831637263,-0.09067380616715291,0.9279313669508892,0.17693793742480346,-0.02679029588588877,101,0.9279313669508892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/05_fc_persistence/sensitivity_right_hemisphere/regressions.csv,-0.10781543666003027,0.04225351723849388,95.0,two-sided,student_t,ok,l_amyg-ant_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_R,127,-0.03278095971076819,0.0378249252747104,-0.8666496886032294,0.3881881870083237,0.11263229622578719,-0.10701317500545371,101,0.3881881870083237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/05_fc_persistence/sensitivity_right_hemisphere/regressions.csv,-0.06803352254858554,0.07837011228711539,95.0,two-sided,student_t,ok,l_amyg-post_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_R,127,0.005168294869264928,0.036901080494976625,0.14005809043907244,0.8888930212353838,0.10620702152332728,-0.11502886423822534,101,0.8888930212353838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/sensitivity_novel_sample/novel_sample_regressions.csv,-2.637936751376864,0.10325065558591229,95.0,two-sided,student_t,ok,neg_persist_crossrun_mean_z_L,PA_score,55,-1.267343047895476,0.6786659560473495,-1.8674033029101218,0.03450279649206869,0.2782883863682525,0.04945299668013736,41,0.06900559298413737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/sensitivity_novel_sample/novel_sample_regressions.csv,-0.018621451440941628,0.6346322893927571,95.0,two-sided,student_t,ok,neg_persist_crossrun_mean_z_L,NA_score,55,0.3080054189759077,0.16173322314202132,1.9044041353546868,0.03194519014100097,0.34419746197351053,0.1362600718675504,41,0.06389038028200195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/sensitivity_novel_sample/novel_sample_regressions.csv,-0.39725191976427254,5.323446077471082,95.0,two-sided,student_t,ok,neg_persist_crossrun_mean_z_L,NA_score_log,55,2.4630970788534046,1.416336207327619,1.739062424663168,0.044764053779474774,0.2846361812036351,0.05781350695112908,41,0.08952810755894955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00a_diary_panas/correlations.csv,0.385320513832799,0.6328727245892023,95.0,two-sided,fisher_z,ok,PA_score,C5SPGP,136,,,,8.76998323535409e-11,,,,,0.5199296596666022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00a_diary_panas/correlations.csv,0.2755904160098094,0.553077731196441,95.0,two-sided,fisher_z,ok,NA_score,C5SPGN,136,,,,2.6462911241090454e-07,,,,,0.4242423033953033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00a_diary_panas/correlations.csv,0.23278417482495267,0.5205048877980685,95.0,two-sided,fisher_z,ok,NA_score_log,C5SPGN_log,136,,,,3.4671746616869013e-06,,,,,0.3859918759401689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00d_erq_context/age_erq/correlations.csv,-0.1749767482952636,0.08375700893046328,95.0,two-sided,fisher_z,ok,C5PAGE,C5SER,229,,,,0.48485810020882836,,,,0.48485810020882836,-0.04638785302949322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00d_erq_context/age_erq/correlations.csv,-0.06618834748806447,0.19204967627506728,95.0,two-sided,fisher_z,ok,C5PAGE,C5SES,229,,,,0.3349381635167507,,,,0.3349381635167507,0.06400200283240949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00d_erq_context/erq_affect_diary/correlations.csv,-0.1289367091213477,0.20842810961266983,95.0,two-sided,fisher_z,ok,C5SER,PA_score,135,,,,0.6375493858673463,,,,0.6375493858673463,0.04091168735290674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00d_erq_context/erq_affect_diary/correlations.csv,-0.1253690171302106,0.21189426473071127,95.0,two-sided,fisher_z,ok,C5SER,NA_score,135,,,,0.6080554210504534,,,,0.6080554210504534,0.04453139083575748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00d_erq_context/erq_affect_diary/correlations.csv,-0.026266072355021142,0.3049007589805796,95.0,two-sided,fisher_z,ok,C5SER,NA_score_log,135,,,,0.09723694550312882,,,,0.09723694550312882,0.14332713506130826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00d_erq_context/erq_affect_diary/correlations.csv,-0.30258466660400973,0.028815629540528968,95.0,two-sided,fisher_z,ok,C5SES,PA_score,135,,,,0.10327536835618067,,,,0.10327536835618067,-0.14082714685960124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00d_erq_context/erq_affect_diary/correlations.csv,-0.060413034789753246,0.2735521221915167,95.0,two-sided,fisher_z,ok,C5SES,NA_score,135,,,,0.20545997582841205,,,,0.20545997582841205,0.10966346812036959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00d_erq_context/erq_affect_diary/correlations.csv,-0.1400375184169847,0.1975887502775313,95.0,two-sided,fisher_z,ok,C5SES,NA_score_log,135,,,,0.7330786355074241,,,,0.7330786355074241,0.02962045606149539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00d_erq_context/erq_affect_panas/correlations.csv,0.14050897402586227,0.3818250882931902,95.0,two-sided,fisher_z,ok,C5SER,C5SPGP,229,,,,4.780287093216331e-05,,,,4.780287093216331e-05,0.26531718928976566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00d_erq_context/erq_affect_panas/correlations.csv,-0.14428456698537606,0.1149409979497949,95.0,two-sided,fisher_z,ok,C5SER,C5SPGN,229,,,,0.8222938722823885,,,,0.8222938722823885,-0.014922530062590308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00d_erq_context/erq_affect_panas/correlations.csv,-0.14435731873882018,0.11486767962500431,95.0,two-sided,fisher_z,ok,C5SER,C5SPGN_log,229,,,,0.8214240572374518,,,,0.8214240572374518,-0.014996812733980364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00d_erq_context/erq_affect_panas/correlations.csv,-0.2880638582809372,-0.03568873952474418,95.0,two-sided,fisher_z,ok,C5SES,C5SPGP,229,,,,0.012639394605183261,,,,0.012639394605183261,-0.16456849170185356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00d_erq_context/erq_affect_panas/correlations.csv,0.040563337358716804,0.29253415242719355,95.0,two-sided,fisher_z,ok,C5SES,C5SPGN,229,,,,0.010266397864317258,,,,0.010266397864317258,0.1693141349053137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00d_erq_context/erq_affect_panas/correlations.csv,0.037965361861927865,0.29015302529146364,95.0,two-sided,fisher_z,ok,C5SES,C5SPGN_log,229,,,,0.011476540247352892,,,,0.011476540247352892,0.16678563016462436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/00d_erq_context/reappraisal_suppression/correlations.csv,-0.16023364251447558,0.09879987201646186,95.0,two-sided,fisher_z,ok,C5SER,C5SES,229,,,,0.6381430912445416,,,,0.6381430912445416,-0.03124145119113019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/01_affect_age/correlations.csv,0.08829239626702175,0.200327865098467,95.0,two-sided,fisher_z,ok,C2PAGE,PA_score,1174,,,,3.155052940298267e-07,,,,6.310105880596534e-07,0.1447741238573062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/01_affect_age/correlations.csv,-0.1666785740381359,-0.05364561652620632,95.0,two-sided,fisher_z,ok,C2PAGE,NA_score,1174,,,,7.400079018809984e-05,,,,0.0001480015803761997,-0.11051945775722836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/01_affect_age/correlations.csv,-0.2022144870378985,-0.09024300356927996,95.0,two-sided,fisher_z,ok,C2PAGE,NA_score_log,1174,,,,2.2274325157578574e-07,,,,4.454865031515715e-07,-0.14669863792379223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/01_affect_age/neuro_sample/correlations.csv,-0.0699020212352549,0.2623346800731321,95.0,two-sided,fisher_z,ok,C5PAGE,PA_score,137,,,,0.1249336315888914,,,,0.2498672631777828,0.09897380089626091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/01_affect_age/neuro_sample/correlations.csv,-0.23758033668278966,0.09612435475934798,95.0,two-sided,fisher_z,ok,C5PAGE,NA_score,137,,,,0.19905530850655537,,,,0.39811061701311073,-0.07276420426536404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/01_affect_age/neuro_sample/correlations.csv,-0.34035170423880534,-0.015858728299177095,95.0,two-sided,fisher_z,ok,C5PAGE,NA_score_log,137,,,,0.01611759891405936,,,,0.03223519782811872,-0.18308724896540113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/01_affect_age/sensitivity_panas/correlations.csv,-0.12625843186028693,0.13245604362376748,95.0,two-sided,fisher_z,ok,C5PAGE,C5SPGP,230,,,,0.4810433343856302,,,,0.9620866687712604,0.003151542079953787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/01_affect_age/sensitivity_panas/correlations.csv,-0.24384147092761987,0.011319882992913016,95.0,two-sided,fisher_z,ok,C5PAGE,C5SPGN,230,,,,0.036784825375124515,,,,0.07356965075024903,-0.11821171821566845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/01_affect_age/sensitivity_panas/correlations.csv,-0.2683230696354811,-0.014880056712713655,95.0,two-sided,fisher_z,ok,C5PAGE,C5SPGN_log,230,,,,0.014526347628535117,,,,0.029052695257070233,-0.1439614518680934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/02_persistence_affect/correlations.csv,-0.4808225245593896,-0.0800375867408699,95.0,two-sided,fisher_z,ok,neg_persist_crossrun_mean_z_L,PA_score,81,,,,0.003941666561069564,,,,0.007883333122139128,-0.2932618990009812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/02_persistence_affect/correlations.csv,-0.0017454776385494415,0.41538275643475386,95.0,two-sided,fisher_z,ok,neg_persist_crossrun_mean_z_L,NA_score,81,,,,0.02600690323549386,,,,0.05201380647098772,0.21668651073219145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/02_persistence_affect/correlations.csv,-0.030801201350686706,0.39104534700214283,95.0,two-sided,fisher_z,ok,neg_persist_crossrun_mean_z_L,NA_score_log,81,,,,0.045689119195858226,,,,0.09137823839171645,0.18881808425701951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/02_persistence_affect/sensitivity_other_persistence/correlations.csv,-0.20627988082853316,0.23035249453943765,95.0,two-sided,fisher_z,ok,pos_persist_crossrun_mean_z_L,PA_score,81,,,,0.9108348570743361,,,,0.9108348570743361,0.012638787882221461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/02_persistence_affect/sensitivity_other_persistence/correlations.csv,-0.2466439874087065,0.18968287792747182,95.0,two-sided,fisher_z,ok,pos_persist_crossrun_mean_z_L,NA_score,81,,,,0.7909925366677377,,,,0.7909925366677377,-0.029905110250777772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/02_persistence_affect/sensitivity_panas/correlations.csv,-0.3403416563981741,-0.0024589657036623346,95.0,two-sided,fisher_z,ok,neg_persist_crossrun_mean_z_L,C5SPGP,127,,,,0.023510047126178876,,,,0.04702009425235775,-0.1765979517504283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/02_persistence_affect/sensitivity_panas/correlations.csv,-0.14644762174431641,0.2017073420144577,95.0,two-sided,fisher_z,ok,neg_persist_crossrun_mean_z_L,C5SPGN,127,,,,0.3752422291620373,,,,0.7504844583240746,0.028493993062327003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/02_persistence_affect/sensitivity_panas/correlations.csv,-0.11345516091346991,0.23367589660439547,95.0,two-sided,fisher_z,ok,neg_persist_crossrun_mean_z_L,C5SPGN_log,127,,,,0.24437734569194183,,,,0.48875469138388367,0.061984637996672254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/02_persistence_affect/sensitivity_right_hemisphere/correlations.csv,-0.2547470034515024,0.18133399753326762,95.0,two-sided,fisher_z,ok,neg_persist_crossrun_mean_z_R,PA_score,81,,,,0.7326456285282896,,,,0.7326456285282896,-0.03854142203400683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/02_persistence_affect/sensitivity_right_hemisphere/correlations.csv,-0.2682143879900922,0.16731751677068446,95.0,two-sided,fisher_z,ok,neg_persist_crossrun_mean_z_R,NA_score,81,,,,0.6386241967264906,,,,0.6386241967264906,-0.052966965334983115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/02_persistence_affect/sensitivity_roi_activations/correlations.csv,-0.11113374803949767,0.32054082277153156,95.0,two-sided,fisher_z,ok,l_amyg_neg_image,PA_score,81,,,,0.32880258601669626,,,,0.32880258601669626,0.10988205242739296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/02_persistence_affect/sensitivity_roi_activations/correlations.csv,-0.26450775267656207,0.17119292048323104,95.0,two-sided,fisher_z,ok,l_amyg_neg_image,NA_score,81,,,,0.6640728052626136,,,,0.6640728052626136,-0.04898763499004762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/02_persistence_affect/sensitivity_roi_activations/correlations.csv,-0.11899259039976152,0.31337666169921646,95.0,two-sided,fisher_z,ok,ant_vmPFC_neg_image,PA_score,81,,,,0.3648501853270238,,,,0.3648501853270238,0.10200715960243689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,results/tables/02_persistence_affect/sensitivity_roi_activations/correlations.csv,-0.17558931745721387,0.2602871694828221,95.0,two-sided,fisher_z,ok,ant_vmPFC_neg_image,NA_score,81,,,,0.6934637899098213,,,,0.6934637899098213,0.04446486139013609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
